,index,count,d_cap,d_tract,distance,end station latitude,end station longitude,o_cap,o_tract,start station latitude,start station longitude,tripduration,o_pop,d_pop,o_housing,d_housing,tract_x,o_sq_foot,tract_y,d_sq_foot,tract,diffs_out,start,end,weighted,total_out,total_in,o_hub,d_hub,od_hub,SX,SY,EX,EY
91,91,58,170.0,000600,,40.7128987867,-73.9898646367,243.0,010200,40.7606694,-73.973473555,1510.42723727,313,11558,268,4083,010200,333450202.294,000600,59149181.7526,000600,28553756.0,010200,000600,0.0,46675,69165,hub,hub,non_hub,586644.664817,4512696.44233,585322.159723,4507377.5136
92,92,133,170.0,000600,,40.7128987867,-73.9898646367,294.0,010300,40.751000495,-73.994372255,1686.71797643,1859,11558,1351,4083,010300,141506056.87,000600,59149181.7526,000600,28553756.0,010300,000600,0.0,221593,69165,hub,hub,non_hub,584892.968075,4511602.69644,585322.159723,4507377.5136
93,93,42,170.0,000600,,40.7128987867,-73.9898646367,225.0,010400,40.761664375,-73.976854975,1891.94510321,1031,11558,1033,4083,010400,363981333.295,000600,59149181.7526,000600,28553756.0,010400,000600,0.0,65073,69165,hub,hub,non_hub,586357.961325,4512803.55852,585322.159723,4507377.5136
94,94,14,85.0,000600,,40.7128987867,-73.9898646367,99.0,010602,40.75849116,-73.95920622,1665.1031746,4794,11558,2963,4083,010602,67980898.3739,000600,59149181.7526,000600,28553756.0,010602,000600,0.0,22153,69165,hub,hub,non_hub,587851.796682,4512468.82754,585322.159723,4507377.5136
95,95,560,255.0,000600,,40.7128987867,-73.9898646367,351.0,010800,40.7591736033,-73.96613818,1765.64845521,8531,11558,6272,4083,010800,189351523.799,000600,59149181.7526,000600,28553756.0,010800,000600,0.0,79198,69165,hub,hub,non_hub,587265.778542,4512537.66689,585322.159723,4507377.5136
96,96,95,170.0,000600,,40.7128987867,-73.9898646367,342.0,010900,40.751351715,-73.987594755,1459.4324834,182,11558,92,4083,010900,228173063.011,000600,59149181.7526,000600,28553756.0,010900,000600,0.0,60092,69165,hub,hub,non_hub,585464.669441,4511648.26242,585322.159723,4507377.5136
97,97,30,85.0,000600,,40.7128987867,-73.9898646367,177.0,011201,40.7643971,-73.97371465,2013.96153846,827,11558,964,4083,011201,118515444.187,000600,59149181.7526,000600,28553756.0,011201,000600,0.0,41525,69165,hub,hub,non_hub,586619.474659,4513110.00718,585322.159723,4507377.5136
98,98,78,85.0,000600,,40.7128987867,-73.9898646367,99.0,011203,40.76095756,-73.96724467,1830.48801743,1176,11558,1160,4083,011203,143782379.009,000600,59149181.7526,000600,28553756.0,011203,000600,0.0,48033,69165,hub,hub,non_hub,587170.050102,4512734.59972,585322.159723,4507377.5136
99,99,329,340.0,000600,,40.7128987867,-73.9898646367,594.0,011300,40.7548008425,-73.9888010575,1659.6098468,204,11558,107,4083,011300,357940519.061,000600,59149181.7526,000600,28553756.0,011300,000600,0.0,236650,69165,hub,hub,non_hub,585358.423228,4512029.96675,585322.159723,4507377.5136
100,100,86,170.0,000600,,40.7128987867,-73.9898646367,246.0,011500,40.75701407,-73.992353645,1996.65322617,2487,11558,1678,4083,011500,130958459.747,000600,59149181.7526,000600,28553756.0,011500,000600,0.0,103294,69165,hub,hub,non_hub,585055.712647,4512272.20178,585322.159723,4507377.5136
101,101,60,170.0,000600,,40.7128987867,-73.9898646367,252.0,011700,40.76058799,-74.00080945,1904.33711474,2938,11558,2304,4083,011700,91270705.1484,000600,59149181.7526,000600,28553756.0,011700,000600,0.0,73016,69165,hub,hub,non_hub,584337.427395,4512660.77158,585322.159723,4507377.5136
102,102,18,85.0,000600,,40.7128987867,-73.9898646367,102.0,011900,40.7568001,-73.98291153,1650.15454545,1079,11558,1121,4083,011900,395254501.74,000600,59149181.7526,000600,28553756.0,011900,000600,0.0,39976,69165,hub,hub,non_hub,585853.012005,4512257.64444,585322.159723,4507377.5136
103,103,71,255.0,000600,,40.7128987867,-73.9898646367,327.0,012100,40.7598593767,-73.9914900133,1733.52162529,8366,11558,5744,4083,012100,101223732.045,000600,59149181.7526,000600,28553756.0,012100,000600,0.0,132767,69165,hub,hub,non_hub,585124.983126,4512588.88932,585322.159723,4507377.5136
104,104,22,85.0,000600,5.47580123028,40.713482645,-73.98883174,153.0,012500,40.76064679,-73.98442659,1751.18786987,2439,11558,2096,4083,012500,322911522.418,000600,59149181.7526,000600,28553756.0,012500,000600,0.0,45486,69165,hub,hub,non_hub,585720.180916,4512683.17447,585408.65965,4507443.32962
105,105,47,170.0,000600,,40.7128987867,-73.9898646367,252.0,012700,40.762485435,-73.990447135,1513.09734432,6437,11558,4434,4083,012700,104637996.687,000600,59149181.7526,000600,28553756.0,012700,000600,0.0,83393,69165,hub,hub,non_hub,585209.656415,4512881.41361,585322.159723,4507377.5136
106,106,17,85.0,000600,,40.7128987867,-73.9898646367,72.0,012900,40.76341379,-73.99667444,1920.9,5312,11558,3621,4083,012900,158698340.053,000600,59149181.7526,000600,28553756.0,012900,000600,0.0,28661,69165,hub,hub,non_hub,584682.864463,4512978.43901,585322.159723,4507377.5136
107,107,57,255.0,000600,5.65938023038,40.7129248325,-73.9901273125,480.0,013100,40.76196563,-73.982088685,1476.22220468,2489,11558,2283,4083,013100,405023451.28,000600,59149181.7526,000600,28553756.0,013100,000600,0.0,107228,69165,hub,hub,non_hub,585915.818154,4512831.86218,585299.938938,4507380.14971
108,108,46,255.0,000600,,40.7128987867,-73.9898646367,303.0,013300,40.7647250567,-73.9866537633,1884.94466089,5363,11558,3909,4083,013300,79847412.2593,000600,59149181.7526,000600,28553756.0,013300,000600,0.0,89810,69165,hub,hub,non_hub,585526.963405,4513133.71926,585322.159723,4507377.5136
109,109,49,170.0,000600,,40.7128987867,-73.9898646367,195.0,013500,40.766984435,-73.99227308,1446.31157407,6075,11558,3935,4083,013500,198199142.958,000600,59149181.7526,000600,28553756.0,013500,000600,0.0,64723,69165,hub,hub,non_hub,585049.80204,4513379.06475,585322.159723,4507377.5136
110,110,74,170.0,000600,,40.7128987867,-73.9898646367,294.0,013700,40.766109285,-73.981808355,1518.69206349,6557,11558,5442,4083,013700,314878324.419,000600,59149181.7526,000600,28553756.0,013700,000600,0.0,91142,69165,hub,hub,non_hub,585934.141665,4513292.1137,585322.159723,4507377.5136
111,111,7,85.0,000600,6.29117752379,40.713482645,-73.98883174,81.0,013900,40.768254,-73.988639,1849.9724451,7607,11558,7359,4083,013900,139918084.587,000600,59149181.7526,000600,28553756.0,013900,000600,0.0,26390,69165,hub,hub,non_hub,585354.890073,4513523.52534,585408.65965,4507443.32962
112,112,20,85.0,000600,,40.7128987867,-73.9898646367,147.0,014300,40.76590936,-73.97634151,1606.91025641,3,11558,0,4083,014300,50027992.3322,000600,59149181.7526,000600,28553756.0,014300,000600,0.0,21051,69165,hub,hub,non_hub,586395.803012,4513275.28949,585322.159723,4507377.5136
113,113,65,85.0,000600,,40.7128987867,-73.9898646367,108.0,014500,40.76915505,-73.98191841,1841.88737717,5811,11558,3462,4083,014500,253397343.373,000600,59149181.7526,000600,28553756.0,014500,000600,0.0,68350,69165,hub,hub,non_hub,585920.929601,4513630.10902,585322.159723,4507377.5136
114,114,32,85.0,000600,6.54447359661,40.713482645,-73.98883174,165.0,014700,40.770513,-73.988038,1801.46340321,2586,11558,1743,4083,014700,70871746.8417,000600,59149181.7526,000600,28553756.0,014700,000600,0.0,35099,69165,hub,hub,non_hub,585402.720353,4513774.87644,585408.65965,4507443.32962
115,115,9,85.0,000600,6.64947848136,40.713482645,-73.98883174,108.0,015100,40.771522,-73.990541,2526.91904894,8105,11558,4856,4083,015100,164953931.102,000600,59149181.7526,000600,28553756.0,015100,000600,0.0,17578,69165,hub,hub,non_hub,585190.192062,4513884.4495,585408.65965,4507443.32962
116,116,392,170.0,000600,,40.7128987867,-73.9898646367,210.0,031703,40.71644312,-74.014902115,1263.35273406,8670,11558,4231,4083,031703,332361109.355,000600,59149181.7526,000600,28553756.0,031703,000600,0.0,136082,69165,hub,hub,non_hub,583202.897614,4507746.93647,585322.159723,4507377.5136
117,117,559,255.0,000600,,40.7128987867,-73.9898646367,294.0,031704,40.7085171733,-74.0165557667,1256.32687,6610,11558,3790,4083,031704,160823714.408,000600,59149181.7526,000600,28553756.0,031704,000600,0.0,105244,69165,hub,hub,non_hub,583073.076824,4506865.54027,585322.159723,4507377.5136
118,118,3719,774.0,000700,,40.70581148,-74.0081572071,378.0,000202,40.71318002,-73.9818904933,883.288656319,8012,7722,3598,5201,000202,37878157.9781,000700,476954959.734,000700,97631811.0,000202,000700,40993.0028538,56352,168964,hub,hub,hub,585995.353038,4507416.50937,583785.918305,4506573.16797
119,119,2776,516.0,000700,,40.70581148,-74.0081572071,329.0,000800,40.712414475,-73.993471545,639.080697125,10365,7722,4150,5201,000800,46479755.076,000700,476954959.734,000700,97631811.0,000800,000700,40993.0028538,34254,168964,hub,hub,non_hub,585018.109713,4507320.25418,583785.918305,4506573.16797
120,120,5402,774.0,000700,,40.70581148,-74.0081572071,679.0,000900,40.7024745833,-74.01224785,371.956187053,1140,7722,939,5201,000900,404341803.896,000700,476954959.734,000700,97631811.0,000900,000700,40993.0028538,46446,168964,hub,hub,hub,583444.520998,4506198.85784,583785.918305,4506573.16797
121,121,394,258.0,000700,,40.70581148,-74.0081572071,133.0,001002,40.71782143,-73.97628939,1156.97044187,6439,7722,2346,5201,001002,22763374.2099,000700,476954959.734,000700,97631811.0,001002,000700,40993.0028538,15916,168964,hub,hub,non_hub,586462.45635,4507937.23607,583785.918305,4506573.16797
122,122,1331,516.0,000700,,40.70581148,-74.0081572071,322.0,001200,40.717364275,-73.982955325,1027.17865902,3547,7722,1857,5201,001200,23518220.7411,000700,476954959.734,000700,97631811.0,001200,000700,40993.0028538,36493,168964,hub,hub,non_hub,585900.031125,4507879.94738,583785.918305,4506573.16797
123,123,2131,258.0,000700,,40.70581148,-74.0081572071,252.0,001300,40.70463334,-74.01361706,390.862735553,3776,7722,3028,5201,001300,286606455.687,000700,476954959.734,000700,97631811.0,001300,000700,40993.0028538,27671,168964,hub,hub,non_hub,583326.158808,4506437.19368,583785.918305,4506573.16797
124,124,862,258.0,000700,,40.70581148,-74.0081572071,196.0,001401,40.71559509,-73.9870295,819.410285069,3289,7722,1708,5201,001401,20168722.3199,000700,476954959.734,000700,97631811.0,001401,000700,40993.0028538,26885,168964,hub,hub,non_hub,585558.18429,4507679.57909,583785.918305,4506573.16797
125,125,2503,516.0,000700,,40.70581148,-74.0081572071,469.0,001501,40.70966832,-74.003597135,400.42078977,5581,7722,3450,5201,001501,172466366.322,000700,476954959.734,000700,97631811.0,001501,000700,40993.0028538,27425,168964,hub,hub,non_hub,584166.279828,4507005.66129,583785.918305,4506573.16797
126,126,9835,774.0,000700,,40.70581148,-74.0081572071,861.0,001502,40.7088053467,-74.00635276,329.555053702,7095,7722,3459,5201,001502,221282059.103,000700,476954959.734,000700,97631811.0,001502,000700,40993.0028538,82052,168964,hub,hub,hub,583934.59195,4506907.22889,583785.918305,4506573.16797
127,127,3701,774.0,000700,,40.70581148,-74.0081572071,749.0,001600,40.7153350167,-73.9943926833,700.937247311,8236,7722,3242,5201,001600,76565505.7581,000700,476954959.734,000700,97631811.0,001600,000700,40993.0028538,82798,168964,hub,hub,hub,584936.591099,4507643.5622,583785.918305,4506573.16797
128,128,3607,1032.0,000700,,40.70581148,-74.0081572071,1078.0,001800,40.7193657075,-73.9906468425,920.420461568,8063,7722,3489,5201,001800,60554858.5127,000700,476954959.734,000700,97631811.0,001800,000700,40993.0028538,133306,168964,hub,hub,hub,585247.838585,4508094.62497,583785.918305,4506573.16797
129,129,1165,516.0,000700,,40.70581148,-74.0081572071,322.0,002000,40.721554605,-73.977309405,1163.15358823,4795,7722,1899,5201,002000,17907673.5628,000700,476954959.734,000700,97631811.0,002000,000700,40993.0028538,31656,168964,hub,hub,non_hub,586371.478696,4508350.63994,583785.918305,4506573.16797
130,130,12909,1032.0,000700,,40.70581148,-74.0081572071,714.0,002100,40.71451321,-74.0108850975,578.290705473,6111,7722,3038,5201,002100,273869828.705,000700,476954959.734,000700,97631811.0,002100,000700,40993.0028538,151037,168964,hub,hub,hub,583544.598931,4507536.51732,583785.918305,4506573.16797
131,131,825,516.0,000700,,40.70581148,-74.0081572071,308.0,002201,40.71833027,-73.980972895,1080.07137255,6762,7722,3030,5201,002201,37585954.9949,000700,476954959.734,000700,97631811.0,002201,000700,40993.0028538,26391,168964,hub,hub,non_hub,586066.226443,4507989.12022,583785.918305,4506573.16797
132,132,463,258.0,000700,,40.70581148,-74.0081572071,217.0,002202,40.7208736,-73.98085795,1144.20384988,2256,7722,1045,5201,002202,13179093.8977,000700,476954959.734,000700,97631811.0,002202,000700,40993.0028538,23935,168964,hub,hub,non_hub,586072.658368,4508271.55961,583785.918305,4506573.16797
133,133,922,516.0,000700,,40.70581148,-74.0081572071,336.0,002400,40.724744875,-73.974986535,1223.23110233,5775,7722,2175,5201,002400,17986635.5592,000700,476954959.734,000700,97631811.0,002400,000700,40993.0028538,17965,168964,hub,hub,non_hub,586563.526382,4508707.06897,583785.918305,4506573.16797
134,134,2576,516.0,000700,,40.70581148,-74.0081572071,434.0,002500,40.7111743,-73.99849582,510.834500034,5061,7722,1917,5201,002500,22428407.6271,000700,476954959.734,000700,97631811.0,002500,000700,40993.0028538,28216,168964,hub,hub,non_hub,584595.28909,4507177.73549,583785.918305,4506573.16797
135,135,525,258.0,000700,,40.70581148,-74.0081572071,217.0,002601,40.72299208,-73.97995466,1226.58630769,3774,7722,1593,5201,002601,22248722.3098,000700,476954959.734,000700,97631811.0,002601,000700,40993.0028538,22144,168964,hub,hub,non_hub,586146.216204,4508507.61099,583785.918305,4506573.16797
136,136,2878,258.0,000700,,40.70581148,-74.0081572071,189.0,002700,40.71307916,-73.99851193,475.030511376,1191,7722,655,5201,002700,11349914.9514,000700,476954959.734,000700,97631811.0,002700,000700,40993.0028538,20570,168964,hub,hub,non_hub,584591.517275,4507389.17181,583785.918305,4506573.16797
137,137,977,258.0,000700,,40.70581148,-74.0081572071,224.0,002800,40.72521311,-73.97768752,1276.35918417,7302,7722,3341,5201,002800,47641507.3146,000700,476954959.734,000700,97631811.0,002800,000700,40993.0028538,36744,168964,hub,hub,non_hub,586334.816403,4508756.38709,583785.918305,4506573.16797
138,138,1889,258.0,000700,,40.70581148,-74.0081572071,301.0,002900,40.71602118,-73.99974372,586.324297962,5855,7722,2420,5201,002900,200965547.24,000700,476954959.734,000700,97631811.0,002900,000700,40993.0028538,31936,168964,hub,hub,non_hub,584483.752153,4507714.56961,583785.918305,4506573.16797
139,139,1067,258.0,000700,,40.70581148,-74.0081572071,245.0,003001,40.72066442,-73.98517977,1063.81216205,4301,7722,2553,5201,003001,34302720.7166,000700,476954959.734,000700,97631811.0,003001,000700,40993.0028538,41223,168964,hub,hub,non_hub,585707.91731,4508244.11218,583785.918305,4506573.16797
140,140,807,258.0,000700,,40.70581148,-74.0081572071,259.0,003002,40.72217444,-73.98368779,1169.13109379,3031,7722,1885,5201,003002,18686109.2263,000700,476954959.734,000700,97631811.0,003002,000700,40993.0028538,38675,168964,hub,hub,non_hub,585831.986427,4508413.19181,583785.918305,4506573.16797
141,141,5537,774.0,000700,,40.70581148,-74.0081572071,847.0,003100,40.7140617467,-74.0041933367,507.576857962,2809,7722,858,5201,003100,145687012.574,000700,476954959.734,000700,97631811.0,003100,000700,40993.0028538,81469,168964,hub,hub,hub,584110.388584,4507492.78891,583785.918305,4506573.16797
142,142,2928,774.0,000700,,40.70581148,-74.0081572071,700.0,003200,40.7260543867,-73.9823576167,1286.35904641,7630,7722,4888,5201,003200,46369492.482,000700,476954959.734,000700,97631811.0,003200,000700,40993.0028538,138064,168964,hub,hub,non_hub,585939.335766,4508845.19329,583785.918305,4506573.16797
143,143,4420,1290.0,000700,,40.70581148,-74.0081572071,1211.0,003300,40.7188240554,-74.0063294947,753.404610053,5174,7722,2694,5201,003300,215459582.054,000700,476954959.734,000700,97631811.0,003300,000700,40993.0028538,115059,168964,hub,hub,hub,583923.974967,4508019.39276,583785.918305,4506573.16797
144,144,1235,258.0,000700,,40.70581148,-74.0081572071,273.0,003400,40.72955361,-73.98057249,1394.63339042,6706,7722,4203,5201,003400,42933229.7541,000700,476954959.734,000700,97631811.0,003400,000700,40993.0028538,47926,168964,hub,hub,non_hub,586085.581298,4509235.37985,583785.918305,4506573.16797
145,145,2280,516.0,000700,,40.70581148,-74.0081572071,462.0,003601,40.72217423,-73.990293175,935.700665159,3299,7722,1613,5201,003601,29191583.8104,000700,476954959.734,000700,97631811.0,003601,000700,40993.0028538,77585,168964,hub,hub,non_hub,585274.124459,4508406.73315,583785.918305,4506573.16797
146,146,1358,516.0,000700,,40.70581148,-74.0081572071,434.0,003602,40.724852985,-73.989265345,1060.99172932,2918,7722,1586,5201,003602,24941258.1161,000700,476954959.734,000700,97631811.0,003602,000700,40993.0028538,82124,168964,hub,hub,non_hub,585357.507872,4508705.09166,583785.918305,4506573.16797
147,147,2488,1032.0,000700,,40.70581148,-74.0081572071,1036.0,003700,40.7256696075,-74.0052069325,1019.41686768,2401,7722,1490,5201,003700,212385639.924,000700,476954959.734,000700,97631811.0,003700,000700,40993.0028538,173333,168964,hub,hub,non_hub,584010.178026,4508780.36793,583785.918305,4506573.16797
148,148,2984,1032.0,000700,,40.70581148,-74.0081572071,1120.0,003800,40.72765889,-73.988195855,1202.38826623,8610,7722,5795,5201,003800,67437493.5221,000700,476954959.734,000700,97631811.0,003800,000700,40993.0028538,167230,168964,hub,hub,non_hub,585444.239635,4509017.60641,583785.918305,4506573.16797
149,149,4394,1032.0,000700,,40.70581148,-74.0081572071,742.0,003900,40.7201717475,-74.00983051,796.70321557,5253,7722,3059,5201,003900,194910113.03,000700,476954959.734,000700,97631811.0,003900,000700,40993.0028538,113624,168964,hub,hub,hub,583626.593058,4508165.65565,583785.918305,4506573.16797
150,150,916,516.0,000700,,40.70581148,-74.0081572071,462.0,004000,40.73000573,-73.98549552,1392.5572348,9801,7722,4546,5201,004000,66858387.5133,000700,476954959.734,000700,97631811.0,004000,000700,40993.0028538,99660,168964,hub,hub,non_hub,585669.269443,4509280.75306,583785.918305,4506573.16797
151,151,3124,516.0,000700,,40.70581148,-74.0081572071,448.0,004100,40.7195529,-73.996789035,787.952881461,7793,7722,3765,5201,004100,71738983.3617,000700,476954959.734,000700,97631811.0,004100,000700,40993.0028538,114685,168964,hub,hub,hub,584728.836557,4508109.46034,583785.918305,4506573.16797
152,152,546,258.0,000700,,40.70581148,-74.0081572071,245.0,004200,40.73223272,-73.98889957,1176.76302288,4988,7722,1801,5201,004200,39941846.3325,000700,476954959.734,000700,97631811.0,004200,000700,40993.0028538,50846,168964,hub,hub,non_hub,585378.96492,4509524.64843,583785.918305,4506573.16797
153,153,1455,516.0,000700,,40.70581148,-74.0081572071,469.0,004300,40.723870235,-73.995226525,975.889387311,4267,7722,2598,5201,004300,65935514.1184,000700,476954959.734,000700,97631811.0,004300,000700,40993.0028538,95162,168964,hub,hub,non_hub,584855.320992,4508590.22212,583785.918305,4506573.16797
